record_id,record_type,used_for,actual_model_input,model_language_conditions,availability_status,language_code,dataset_code,language_name,language_family,script,source_term_en,localized_term,concept_name_en,concept_category,concept_category_name,axis_id,axis_category,axis_endpoint,axis_polarity,axis_endpoint_1_en,axis_endpoint_1_localized,axis_endpoint_2_en,axis_endpoint_2_localized,source_citation_keys,source_titles,source_years,source_urls,translation_nllb_code,back_translated_en,back_similarity,comet_kiwi_score,qe_tier,needs_manual_review,duplicate_translation,origin_files
concept:en:0001,concept,concept_neighborhood_and_similarity_evaluation,1,en | zh | fr | fas | deu | nld | ukr | bul | ind,available,en,eng,English,Indo-European,Latin,individualism,individualism,individualism,values_norms,Values and social norms,,,,,,,,,hofstede2001culture | schwartz2006theory | inglehart2005modernization | house2004culture,"Culture's Consequences: Comparing Values, Behaviors, Institutions and Organizations Across Nations | A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Culture, Leadership, and Organizations: The GLOBE Study of 62 Societies",2001 | 2006 | 2005 | 2004,https://digitalcommons.usu.edu/unf_research/53/ | https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://www.sagepub.com/shop/buy-a-book/culture-leadership-and-organizations-1-226013,,,,,,,,data/probes/probe_sets.json
concept:nld:0144,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,brother in law,schoonbroer,brother in law,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Brother-in-law,0.8571428571428571,0.8375562429428101,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0145,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,sister in law,schoonzuster,sister in law,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Sister-in-law,0.8461538461538461,0.8239365816116333,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0146,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,ancestral home,vooroudershuis,ancestral home,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,ancestral home,1.0,0.8566867113113403,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0147,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,household labor,huishoudelijk werk,household labor,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Household work,0.8275862068965517,0.8619352579116821,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0148,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended family,uitgebreid gezin,extended family,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended family,1.0,0.825811505317688,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0149,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended kinship,uitgebreide verwantschap,extended kinship,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended kinship,1.0,0.8444283604621887,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0150,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended mother,verlengde moeder,extended mother,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended mother,1.0,0.7162416577339172,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0151,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended father,ouder vader,extended father,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Elderly father,0.6896551724137931,0.7268919944763184,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0152,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended parent,uitgebreide ouder,extended parent,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended parent,1.0,0.6422427892684937,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0153,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended child,uitgebreid kind,extended child,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended child,1.0,0.5182011723518372,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0154,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended daughter,uitgebreide dochter,extended daughter,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended daughter,1.0,0.6899205446243286,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0155,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended son,uitgebreide zoon,extended son,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended son,1.0,0.6299819350242615,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0156,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended uncle,verlengde oom,extended uncle,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended uncle,1.0,0.5174458026885986,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0157,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended aunt,verlengde tante,extended aunt,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended aunt,1.0,0.521211564540863,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0158,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended cousin,verlengde neef,extended cousin,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended cousin,1.0,0.599311113357544,low,1,1,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0159,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended grandmother,verlengde grootmoeder,extended grandmother,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended grandmother,1.0,0.7950624227523804,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0160,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended grandfather,grootvader,extended grandfather,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Grandfather,0.7096774193548387,0.781977653503418,medium,1,1,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0161,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended nephew,verlengde neef,extended nephew,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended cousin,0.6666666666666666,0.6331529021263123,medium,1,1,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0162,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended niece,verlengde nicht,extended niece,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended cousin,0.6896551724137931,0.300965815782547,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0163,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended ancestor,uitgebreide voorouder,extended ancestor,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended ancestor,1.0,0.714828372001648,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0164,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended lineage,uitgebreide afstamming,extended lineage,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended lineage,1.0,0.7759531736373901,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0165,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended clan,uitgebreide clan,extended clan,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended clan,1.0,0.728451132774353,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0166,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended household,uitgebreid huishouden,extended household,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended households,0.972972972972973,0.8339263200759888,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0167,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended joint family,uitgebreid gezamenlijk gezin,extended joint family,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended joint family,1.0,0.8006938695907593,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0168,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended nuclear family,uitgebreide kernfamilie,extended nuclear family,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended nuclear family,1.0,0.8229066133499146,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0169,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended marriage,verlengd huwelijk,extended marriage,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended marriage,1.0,0.832791805267334,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0170,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended wedding,verlengde bruiloft,extended wedding,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended wedding,1.0,0.8042904138565063,high,1,1,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0171,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended bride,verlengde bruid,extended bride,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended bride,1.0,0.4430667459964752,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0172,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended groom,verlengde bruidegom,extended groom,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended groom,1.0,0.4574926793575287,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0173,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended engagement,verlengde betrokkenheid,extended engagement,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended involvement,0.7692307692307693,0.8317844867706299,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0174,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended dowry,verlengde bruiloft,extended dowry,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended wedding,0.6666666666666666,0.6712420582771301,medium,1,1,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0175,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended bridewealth,uitgebreid bruidrijk,extended bridewealth,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended bridehood,0.7894736842105263,0.4902811348438263,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0176,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended inheritance,uitgebreide erfenis,extended inheritance,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended heritage,0.8648648648648649,0.8200593590736389,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0177,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended widow,uitgebreide weduwe,extended widow,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Expanded widow,0.8571428571428571,0.6748881340026855,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0178,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended widower,verlengde weduwe,extended widower,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended widow,0.9333333333333333,0.6140910387039185,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0179,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended courtship,verlengde hofverhouding,extended courtship,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended courtship,1.0,0.6410577893257141,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0180,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended matchmaker,uitgebreide matchmaker,extended matchmaker,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,extended matchmaker,1.0,0.37645530700683594,low,1,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0181,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended surname,verlengde achternaam,extended surname,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended surname,1.0,0.8420039415359497,high,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
concept:nld:0182,concept,translation_quality_stratification,0,nld,available,nld,nld,Dutch,Indo-European/Germanic,Latin,extended patronymic,uitgebreid patronymisch,extended patronymic,family_kinship,Family and kinship,,,,,,,,,schwartz2006theory | inglehart2005modernization | hershcovich2022challenges,"A theory of cultural value orientations: Explication and applications | Modernization, Cultural Change, and Democracy: The Human Development Sequence | Challenges and Strategies in Cross-Cultural NLP",2006 | 2005 | 2022,https://doi.org/10.1163/156913306778667357 | https://doi.org/10.1017/CBO9780511790881 | https://aclanthology.org/2022.acl-long.482/,nld_Latn,Extended patronymic,1.0,0.6812596917152405,medium,0,0,data/probes/probe_sets.json | data/probes/translations_nld.csv
